File,rms,kurtosis,mean,crestfactor,skewness,variance
data/bearing_data/3rd_test/txt/2004.03.04.09.27.46,0.05549257146935299,0.5600537498351623,-0.004330859375000001,4.577189221448806,0.038847802846443256,0.003060669145355225
data/bearing_data/3rd_test/txt/2004.03.04.09.32.46,0.053350657230751386,0.35603597591243474,-0.006725439453125,3.973709247536747,0.013904804225976727,0.0028010610911154746
data/bearing_data/3rd_test/txt/2004.03.04.09.42.46,0.05270313565446083,0.4782946936342385,-0.00320009765625,5.274828462250517,0.034237889676966435,0.002767379882802963
data/bearing_data/3rd_test/txt/2004.03.04.09.52.46,0.05484425302475866,0.3420583992182409,-0.00437880859375,4.904798318222398,0.0074038711080797685,0.0029887181251430513
data/bearing_data/3rd_test/txt/2004.03.04.10.02.46,0.053914148877810826,0.2617782530621371,-0.00344267578125,4.2103975435922205,0.023474943901718708,0.002894883432683945
data/bearing_data/3rd_test/txt/2004.03.04.10.12.46,0.053353087568808986,0.4817425275901468,-0.0030773437500000002,5.079368642920502,0.04741519966594488,0.002837081908569336
data/bearing_data/3rd_test/txt/2004.03.04.10.22.46,0.05532219636055902,0.45669514219091,-0.0031586914062499997,4.374374408831852,-0.048172258008538464,0.003050568078756332
data/bearing_data/3rd_test/txt/2004.03.04.10.32.46,0.053865718458032286,0.33452110644932587,-0.0030425781249999997,4.436959291394378,0.03214430922456355,0.0028922583433532716
data/bearing_data/3rd_test/txt/2004.03.04.10.42.46,0.05525967242469299,0.39240200526104907,-0.003075830078125,5.085082623009436,0.03172764083149573,0.003044170665814877
data/bearing_data/3rd_test/txt/2004.03.04.10.52.46,0.05434765071897658,0.3937555158658941,-0.0032265136718749995,4.94961597127644,0.027902798805424806,0.0029432567481970785
data/bearing_data/3rd_test/txt/2004.03.04.11.02.46,0.05421330123917931,0.29564979498188526,-0.0035199218749999996,4.5929687790355525,0.01411857129580986,0.002926692181243897
data/bearing_data/3rd_test/txt/2004.03.04.11.12.46,0.05470353782691984,0.3749089720235137,-0.00403388671875,5.630348826331885,-0.001399292736113912,0.0029762048087215425
data/bearing_data/3rd_test/txt/2004.03.04.11.22.46,0.055424896397061496,0.39470714178812116,-0.00336591796875,6.080300043968454,0.04135368811001429,0.003060589736852646
data/bearing_data/3rd_test/txt/2004.03.04.11.32.46,0.0531097068980509,0.2740947189972398,-0.003328857421875,5.290934866942612,0.009321073628893598,0.0028095596750617033
data/bearing_data/3rd_test/txt/2004.03.04.11.42.46,0.05466941263388857,0.3758842826324691,-0.003260302734375,5.1399857152628945,0.026087937730268754,0.002978115103814602
data/bearing_data/3rd_test/txt/2004.03.04.11.52.46,0.05543109505348171,0.4999077847767146,-0.0031152832031250003,5.321922644959016,-0.0032710685146948846,0.0030629013093924524
data/bearing_data/3rd_test/txt/2004.03.04.12.02.46,0.0557031022089715,0.37927639094332166,-0.002874365234375,5.385696453216249,0.0555723173911709,0.0030945736202025414
data/bearing_data/3rd_test/txt/2004.03.04.12.12.46,0.05482498877821363,0.3739134667265107,-0.0029501953125000003,4.669403600529862,0.019950868854258088,0.0029970757421493533
data/bearing_data/3rd_test/txt/2004.03.04.12.22.46,0.054546905882976074,0.3996609198889316,-0.0031819335937499998,4.198221627662848,-0.017195169839220592,0.0029652402400112154
data/bearing_data/3rd_test/txt/2004.03.04.12.32.46,0.05652248757408418,0.39220326159369057,-0.0028404296875,4.617631162427283,-0.008061063061204804,0.003186723560752869
data/bearing_data/3rd_test/txt/2004.03.04.12.42.46,0.055648264534512895,0.48834496170158603,-0.0030210449218749996,5.0855134902631915,0.025114043380483324,0.0030876026332831382
data/bearing_data/3rd_test/txt/2004.03.04.12.52.46,0.05647067736749534,0.3483564537746413,-0.0029947265625,4.497909567243885,0.007379408374680458,0.0031799690151596074
data/bearing_data/3rd_test/txt/2004.03.04.13.02.46,0.0560427710547935,0.435077400694746,-0.0033690429687499995,4.87127946855243,0.001842379979108318,0.0031294417369747162
data/bearing_data/3rd_test/txt/2004.03.04.13.12.46,0.055228920787991596,0.2605762622907868,-0.002441015625,4.2912299682584205,-0.005179925754845826,0.0030442751341247564
data/bearing_data/3rd_test/txt/2004.03.04.13.22.46,0.05590705002222439,0.6429541143042927,-0.0030568359375000003,5.276615380041165,-0.02091111635175126,0.003116253996238708
data/bearing_data/3rd_test/txt/2004.03.04.13.32.46,0.05516547152020796,0.3036695990508025,-0.0034713378906249997,5.13002050379163,0.020141519613462968,0.0030311790612959862
data/bearing_data/3rd_test/txt/2004.03.04.13.42.46,0.05444650336353681,0.333789560888476,-0.003027587890625,4.610029744685062,-0.007236845190791324,0.0029552554400801663
data/bearing_data/3rd_test/txt/2004.03.04.13.52.46,0.055913288230806546,0.5958896336937949,-0.0030985351562500007,7.1181647975536855,0.052755069720929894,0.003116694880666733
data/bearing_data/3rd_test/txt/2004.03.04.14.02.46,0.05580581741908724,0.47908918434448733,-0.00330234375,5.554976422475461,0.02934976718326172,0.003103383783569336
data/bearing_data/3rd_test/txt/2004.03.04.14.12.46,0.0563249812749636,0.3599551203289346,-0.0038628906249999996,5.379495796382683,-0.00582251773553075,0.0031575815916442874
data/bearing_data/3rd_test/txt/2004.03.04.14.22.46,0.05490623265864837,0.43113610277655257,-0.003026513671875,5.026751729915435,-0.016087222119021746,0.0030055345997595786
data/bearing_data/3rd_test/txt/2004.03.04.14.32.46,0.05521542063392482,0.33632904058387814,-0.0032484375000000005,4.944270945792026,0.009195588257455084,0.0030381903295898438
data/bearing_data/3rd_test/txt/2004.03.04.14.42.46,0.055605510103821996,0.3230974032412588,-0.00391962890625,4.1182969020953175,-0.007837568158470865,0.003076609263143539
data/bearing_data/3rd_test/txt/2004.03.04.14.52.46,0.056067874864282795,0.5583450877858764,-0.003378076171875,4.922604979555266,0.011412734307062737,0.0031321951931738853
data/bearing_data/3rd_test/txt/2004.03.04.15.02.46,0.055864438581685175,0.5703321096112584,-0.0028361816406249998,5.370142573997928,0.016023999995774377,0.003112791571748257
data/bearing_data/3rd_test/txt/2004.03.04.15.12.46,0.05645909401394075,0.6599234488398436,-0.0038358398437499997,4.764511452018325,-0.020824358718847618,0.0031729156295681
data/bearing_data/3rd_test/txt/2004.03.04.15.22.46,0.05491406283344003,0.30193600081340843,-0.00268359375,4.315834374135551,-0.00849154771860911,0.003008352621459961
data/bearing_data/3rd_test/txt/2004.03.04.15.32.46,0.056060855170268986,0.47462554162226755,-0.0032390136718750003,5.226463262290513,0.009919959771795476,0.0031323282728552824
data/bearing_data/3rd_test/txt/2004.03.04.15.42.46,0.055769301503913196,0.3755155645399655,-0.002692822265625,4.375166864567581,0.019084456947729336,0.0031029636984801295
data/bearing_data/3rd_test/txt/2004.03.04.15.52.46,0.055699652766955154,0.4155752732623914,-0.0032779785156249997,4.64993922105124,0.0009075534796334897,0.0030917061752104755
data/bearing_data/3rd_test/txt/2004.03.04.16.02.46,0.056310609707452115,0.4902443515212238,-0.0033065429687500003,4.7237989675824394,0.040748349759177384,0.00315995153922081
