34,1,20.003,0.7016,0,491.19,607.35,1486.6,1249.3,9.35,13.65,334.58,2324,8720.5,1.08,44.25,315.14,2388.1,8052.8,9.2269,0.02,365,2324,100,24.65,14.696
34,2,25.004,0.6209,80,462.54,537.03,1261.4,1052.2,7.05,9.02,175.41,1915.3,7998.3,0.94,36.62,164.89,2028.2,7875.6,10.909,0.02,307,1915,84.93,14.43,8.5692
34,3,0.0025,0.0013,100,518.67,642.67,1592.1,1392.5,14.62,21.61,554.41,2388.1,9052.3,1.3,47.34,521.65,2388.1,8135.4,8.4388,0.03,391,2388,100,38.95,23.407
34,4,42,0.84,40,445,548.92,1355,1126.9,3.91,5.71,138.2,2211.8,8317.4,1.02,42.05,131.03,2387.9,8082.8,9.3823,0.02,329,2212,100,10.71,6.4088
34,5,35.005,0.8419,60,449.44,555.7,1360.6,1123.9,5.48,8,194.83,2222.9,8347.1,1.02,41.87,183,2388,8062.6,9.3219,0.02,334,2223,100,14.84,8.9276
34,6,42,0.8401,40,445,550.03,1349.1,1125.6,3.91,5.72,138.8,2211.8,8313.1,1.02,42.11,130.21,2387.9,8075.6,9.3647,0.02,331,2212,100,10.57,6.3628
34,7,42.004,0.8417,40,445,549.96,1351.4,1123.5,3.91,5.72,138.68,2211.9,8320.1,1.02,42.03,130.21,2387.9,8083.9,9.3511,0.02,331,2212,100,10.63,6.3818
34,8,42.008,0.84,40,445,549.55,1355.9,1129.2,3.91,5.71,139.36,2211.8,8314.1,1.02,42.14,130.73,2387.9,8076.1,9.3379,0.02,332,2212,100,10.68,6.4484
34,9,0.0023,0,100,518.67,642.51,1584.8,1414.2,14.62,21.61,553.64,2388.1,9051.5,1.3,47.5,521.84,2388.1,8133.4,8.3966,0.03,393,2388,100,38.99,23.273
34,10,10.002,0.2508,20,489.05,604.77,1497,1301.6,10.52,15.49,394.46,2318.9,8783,1.26,45.45,371.53,2388.2,8129.8,8.6104,0.03,369,2319,100,28.54,17.124
34,11,41.999,0.84,40,445,549.56,1345.6,1127.1,3.91,5.71,138.64,2211.8,8316,1.02,42.17,130.83,2387.9,8085.9,9.3242,0.02,329,2212,100,10.73,6.3606
34,12,0.0016,0,100,518.67,642.26,1587.3,1407.3,14.62,21.61,553.47,2388.1,9055.7,1.3,47.44,521.53,2388.1,8129.5,8.4366,0.03,392,2388,100,38.78,23.377
34,13,20.006,0.7001,0,491.19,607.55,1484.1,1252.4,9.35,13.66,334.43,2324,8725.3,1.08,44.47,314.88,2388.1,8056.2,9.1563,0.02,365,2324,100,24.57,14.624
34,14,35.004,0.84,60,449.44,555.58,1365.7,1133.5,5.48,8,194.47,2223,8348.7,1.02,41.93,183.15,2387.9,8063.7,9.3299,0.02,332,2223,100,14.89,8.9637
34,15,25.005,0.62,80,462.54,536.79,1265.1,1047.3,7.05,9.02,175.82,1915.2,8010.9,0.94,36.72,164.71,2028.2,7875.9,10.864,0.02,306,1915,84.93,14.38,8.5699
34,16,0.0018,0.0004,100,518.67,642.78,1587.9,1401.7,14.62,21.61,553.8,2388.1,9045.6,1.3,47.33,521.69,2388.1,8133.7,8.4315,0.03,394,2388,100,38.84,23.293
34,17,0.0002,0.0007,100,518.67,642.36,1582.7,1399,14.62,21.61,553.2,2388.1,9056.5,1.3,47.42,522.09,2388.1,8141.1,8.436,0.03,391,2388,100,38.97,23.395
34,18,10.008,0.2518,20,489.05,604.63,1496.1,1303.3,10.52,15.49,394.57,2318.9,8768.5,1.26,45.43,371.89,2388.1,8127.8,8.6697,0.03,369,2319,100,28.62,17.191
34,19,10.005,0.2512,20,489.05,604.57,1498.3,1307.7,10.52,15.49,394.71,2318.9,8778.6,1.26,45.41,372.03,2388.1,8131,8.6481,0.03,369,2319,100,28.72,17.128
34,20,25.007,0.6213,80,462.54,536.83,1265.8,1047.6,7.05,9.02,175.38,1915.3,8008.2,0.94,36.73,165.52,2028.2,7874.2,10.919,0.02,308,1915,84.93,14.27,8.4491
34,21,20.003,0.7,0,491.19,607.99,1470.6,1247.6,9.35,13.65,335.24,2323.9,8717.5,1.08,44.3,315.45,2388.1,8056.9,9.2024,0.02,364,2324,100,24.51,14.863
34,22,9.9986,0.2511,20,489.05,604.53,1501.5,1305.9,10.52,15.49,394.09,2318.9,8774.5,1.26,45.39,372.14,2388.1,8122.9,8.6814,0.03,369,2319,100,28.57,17.084
34,23,41.998,0.84,40,445,549.42,1361.6,1124.4,3.91,5.72,138.85,2211.8,8321.6,1.02,41.98,131.42,2387.9,8079.8,9.3964,0.02,333,2212,100,10.58,6.3752
34,24,25.003,0.62,80,462.54,536.78,1260.4,1050.9,7.05,9.03,176,1915.3,8005.3,0.94,36.72,164.58,2028.2,7871.3,10.893,0.02,307,1915,84.93,14.32,8.6238
34,25,35.008,0.8409,60,449.44,556.3,1366.5,1128.7,5.48,8,194.88,2223,8343,1.02,41.83,183.18,2388.1,8057.8,9.3448,0.02,333,2223,100,15.01,8.9947
34,26,24.998,0.62,80,462.54,536.81,1260.4,1048.5,7.05,9.02,175.52,1915.3,8006.5,0.94,36.65,165.02,2028.2,7869.2,10.918,0.02,306,1915,84.93,14.28,8.644
34,27,35.001,0.84,60,449.44,555.72,1362.3,1130.7,5.48,8,193.93,2223,8349.1,1.02,41.87,183.47,2388,8065.9,9.2892,0.02,334,2223,100,14.93,8.8897
34,28,10.001,0.2519,20,489.05,604.72,1499.5,1303.4,10.52,15.49,394.35,2318.9,8770.1,1.26,45.3,371.48,2388.1,8137,8.6617,0.03,369,2319,100,28.78,17.144
34,29,20.004,0.7,0,491.19,606.87,1481,1248,9.35,13.65,334.05,2323.9,8728.3,1.08,44.45,315.26,2388.1,8056.6,9.226,0.02,364,2324,100,24.57,14.795
34,30,35.006,0.8411,60,449.44,554.79,1367.2,1125.5,5.48,8,193.92,2222.9,8355,1.02,41.9,182.59,2388,8064,9.3181,0.02,333,2223,100,14.88,8.8929
34,31,10.001,0.25,20,489.05,604.91,1499.7,1304.8,10.52,15.49,394.6,2318.9,8778.8,1.26,45.31,371.74,2388.2,8129.7,8.6344,0.03,369,2319,100,28.66,17.117
34,32,35.002,0.8412,60,449.44,555.35,1371,1125.7,5.48,8,193.71,2222.9,8349.4,1.02,41.94,183.23,2387.9,8060.9,9.3076,0.02,333,2223,100,14.74,8.9557
34,33,42.007,0.8413,40,445,549.19,1349,1117.2,3.91,5.71,138.99,2211.9,8317,1.02,42.13,131.18,2387.9,8082.2,9.3796,0.02,329,2212,100,10.77,6.424
34,34,0.0017,0.0009,100,518.67,642.92,1585.4,1401.2,14.62,21.61,554.66,2388.1,9060.7,1.3,47.43,522.21,2388.1,8134.4,8.4069,0.03,391,2388,100,38.84,23.325
34,35,25.001,0.62,80,462.54,536.99,1264.1,1047.1,7.05,9.02,175.37,1915.3,8010.8,0.94,36.6,164.7,2028.2,7868.9,10.901,0.02,306,1915,84.93,14.1,8.5561
34,36,34.998,0.84,60,449.44,555.96,1360.8,1129.8,5.48,8,194.82,2222.9,8341.3,1.02,41.79,183.11,2388,8067.9,9.3392,0.02,334,2223,100,14.86,8.9437
34,37,20.007,0.7015,0,491.19,607.27,1480.1,1251.3,9.35,13.65,334.88,2323.9,8721.8,1.08,44.42,315.46,2388.1,8060.7,9.2286,0.02,365,2324,100,24.44,14.695
34,38,20,0.7017,0,491.19,607.37,1481.8,1254.5,9.35,13.65,334.39,2323.9,8725.7,1.08,44.44,314.94,2388.1,8056.7,9.2253,0.02,366,2324,100,24.69,14.748
34,39,35.004,0.8403,60,449.44,555.83,1361.4,1132.6,5.48,8,194.96,2222.9,8354.3,1.02,41.88,183.23,2388,8065,9.3541,0.02,333,2223,100,14.71,8.9966
34,40,35.006,0.8401,60,449.44,555.32,1361.9,1129.5,5.48,8,194.74,2222.8,8351.9,1.02,41.96,183.16,2388,8059.9,9.2926,0.02,332,2223,100,14.89,8.9703
34,41,20.002,0.7,0,491.19,607.17,1478.5,1245.5,9.35,13.65,334.68,2323.9,8725,1.08,44.38,314.88,2388.1,8058.6,9.2244,0.02,364,2324,100,24.58,14.767
34,42,42,0.84,40,445,549.49,1354,1128.6,3.91,5.72,139.33,2211.9,8319.3,1.02,42.01,130.34,2387.9,8082.3,9.3769,0.02,330,2212,100,10.7,6.3837
34,43,0.002,0.0015,100,518.67,642.46,1587,1411.8,14.62,21.61,553.03,2388.1,9050.2,1.3,47.19,521.3,2388.1,8130.6,8.4031,0.03,393,2388,100,38.96,23.322
34,44,20.002,0.7009,0,491.19,607.48,1478.9,1245.4,9.35,13.65,334.64,2323.9,8716.6,1.08,44.46,314.96,2388.1,8056.2,9.2051,0.02,363,2324,100,24.54,14.689
34,45,42.003,0.84,40,445,549.26,1348.7,1123.8,3.91,5.72,138.4,2211.8,8322.6,1.02,42.09,130.4,2387.9,8082.6,9.349,0.02,330,2212,100,10.67,6.3695
34,46,20.003,0.7,0,491.19,607.66,1492.3,1252.4,9.35,13.65,334.88,2324,8720.1,1.08,44.15,314.69,2388.1,8061,9.2036,0.02,367,2324,100,24.43,14.744
34,47,42.004,0.8401,40,445,549.07,1352.2,1120.4,3.91,5.71,138.81,2211.8,8321.9,1.02,42.12,130.5,2387.9,8075.4,9.4072,0.02,332,2212,100,10.51,6.3911
34,48,35.007,0.84,60,449.44,555.5,1363.9,1121.9,5.48,8,194.13,2222.9,8345.3,1.02,41.84,183.05,2387.9,8064.1,9.3273,0.02,333,2223,100,14.79,8.8497
34,49,10.006,0.25,20,489.05,604.49,1498.5,1308.8,10.52,15.49,394.62,2318.9,8779.8,1.26,45.38,371.65,2388.1,8125.9,8.6576,0.03,368,2319,100,28.56,17.148
34,50,42.001,0.8416,40,445,549.06,1347.4,1127.3,3.91,5.71,138.46,2211.8,8322.2,1.02,42.17,131.07,2387.9,8080.6,9.3867,0.02,330,2212,100,10.59,6.4197
34,51,42.002,0.8416,40,445,550.1,1352.6,1128.5,3.91,5.71,139.26,2211.9,8324.3,1.02,42.17,131.36,2387.9,8082.8,9.3738,0.02,330,2212,100,10.54,6.4124
34,52,19.999,0.7,0,491.19,607.66,1489,1239.2,9.35,13.66,334.85,2323.9,8723.6,1.08,44.28,315.19,2388,8058.5,9.2456,0.02,362,2324,100,24.49,14.643
34,53,9.9986,0.2518,20,489.05,604.65,1489,1303.5,10.52,15.49,394.82,2318.9,8781.8,1.26,45.47,371.8,2388.1,8126.6,8.673,0.03,369,2319,100,28.57,17.16
34,54,42.005,0.8415,40,445,549.21,1343.3,1126.9,3.91,5.72,138.08,2211.8,8317,1.02,42.06,130.38,2387.9,8084,9.3729,0.02,328,2212,100,10.58,6.337
34,55,20.005,0.7011,0,491.19,607.23,1478.2,1257.8,9.35,13.66,334.07,2323.9,8723.1,1.07,44.42,315.17,2388.1,8055.3,9.2323,0.02,364,2324,100,24.52,14.729
34,56,35.008,0.84,60,449.44,556.03,1367.4,1129.4,5.48,8,193.98,2222.9,8353.8,1.02,41.77,183.04,2388.1,8068.3,9.3003,0.02,334,2223,100,14.88,8.9214
34,57,35.001,0.8415,60,449.44,555.49,1362.8,1131.8,5.48,8,194.04,2222.9,8348.6,1.02,41.98,183.12,2388,8067,9.335,0.02,334,2223,100,14.78,8.8255
34,58,42.001,0.84,40,445,549.16,1353.5,1122.1,3.91,5.71,138.58,2211.8,8320.4,1.02,42.2,130.3,2387.9,8083.4,9.3868,0.02,330,2212,100,10.49,6.4119
34,59,35.008,0.841,60,449.44,555.28,1363.9,1137.3,5.48,8,194.14,2222.9,8348,1.02,41.99,183.26,2388,8068.3,9.3043,0.02,332,2223,100,14.67,8.806
34,60,10.001,0.25,20,489.05,605.34,1496.5,1306.5,10.52,15.49,394.89,2318.9,8778.1,1.26,45.3,371.63,2388.1,8127,8.6638,0.03,371,2319,100,28.52,17.194
34,61,10.001,0.25,20,489.05,604.77,1500,1317.1,10.52,15.49,394.12,2318.9,8775.7,1.26,45.37,372.08,2388.1,8132.5,8.6708,0.03,369,2319,100,28.49,17.036
34,62,10.001,0.2505,20,489.05,604.63,1498.4,1307.5,10.52,15.49,395.29,2318.9,8770.8,1.26,45.48,371.86,2388.2,8134.7,8.6298,0.03,368,2319,100,28.44,17.032
34,63,20.006,0.7,0,491.19,607.74,1486.1,1251.7,9.35,13.66,334.78,2324,8721.8,1.08,44.14,314.87,2388.1,8059.1,9.1804,0.02,366,2324,100,24.48,14.698
34,64,20.003,0.7005,0,491.19,607.41,1485.9,1249.3,9.35,13.65,334.49,2324,8710.6,1.08,44.33,314.88,2388.1,8056.3,9.1973,0.02,366,2324,100,24.43,14.727
